Track Name,Countries
Recuérdame,bo|cl|cr|ec|mx
Recuérdame (Reencuentro),bo|ec|mx
Regálame,bo|gt|mx
Remember the Spring Remember the Summer,bo
Respiro,bo|co|pa
Rock And Roll Part II,bo|mx
Rodolfo el reno,bo
Roll Away,bo
Rosas O Espinas,bo|pa
Sabes A Chocolate,bo
Safe Haven,bo
Santa Claus Llegó a La Ciudad,bo|cl|cr|do|ec|gt|hn|mx|pa
Saturday,bo|gb|se
Say Goodbuy,bo
Se Me Olvidó Otra Vez - Unplugged,bo
Ser Bichote,bo|cl|co|cr|do|ec|es|gt|hn|mx|pa|py|sv|us|uy
Serenata,bo|co|ec|gt|pt|sv
Sexy Lady,bo|py
Si Me Das Tu Amor,bo|co|ec|es|gt
Si Tu Amor No Vuelve,bo|co|ec|pa|py
Sigue Bailandome,bo|cl|ec|pa|py
Sigues Con El - Remix,bo|pa|uy
Simples Corazones,bo|cl|co|ec|es|gt|hn|pa
Sin Ti,bo|co|cr|do|ec|gt|pa
So Far Away,bo
Sodio,bo|ec|gt|hn|mx|sv
Solo - Remix,bo|cl|co|cr|do|ec|gt|hn|pa|py
Somos Iguales,bo|cl|co|do|gt|pa
Song of the Little Dragon,bo
Sound of Beach,bo
Soy Como Snapchat,bo|cl|ec|es|gt|py|uy
Soñé - Live,bo|ec|mx
Subete,bo|cl|do|ec|es|gt|hn
Subtítulos,bo|ec|mx|sv
Sunday,bo|cz|gb
Super Girl,bo
Sábanas Desordenadas,bo|co|do|gt|pa
Sígueme Bailando,bo|cl|ec|es|gt|pa|py|uy
Sólo quiero darte amor,bo
TELÉFONO - Remix,bo|es
Talented Musicians Good Singers,bo
Tanto,bo|cl|co|cr|ec|gt|mx|pa|sv|uy
Te Amare,bo|es
Te Amo (feat. Paulo Londra),bo|co|ec|gt|py
Te Arrepentirás,bo
Te Encontre,bo|ec|py|sv
Te Esperaré,bo|cl|co|do|ec|gt|hn|pa|sv
Te Estás Enamorando De Mi,bo|ec
Te Pido Perdón,bo|co|gt|pa
Te Quiero A Tí,bo
Te Vi Venir,bo|cl|ec
Tenemos Que Hablar,bo|cl|co|cr|do|ec|es|gt|hn|mx|pa|py|sv|us|uy
Tequila Sunrise,bo|cl|co|ec|gt|hn|pa|py|sv|uy
The End,bo
The Light Chaser,bo
The London,bo
The Roomate,bo
Thinks for You,bo
This Love,bo|br|cl|ec|gb|gt|jp|mx|my|pa|sg|tw|uy
Tiburones - Remix,bo|pa
Tiempo,bo|co|es|gt
Tiene Novio,bo|cl|co|cr|do|ec|gt|hn|pa|py|sv
Toda (Remix),bo|cl|co|cr|ec|gt|hn|mx|pa|py|sv
Todo el amor (feat. Maluma y Wisin),bo|cl|py
Tu Amor Me Hace Bien - Salsa Version,bo|cl|co|cr|do|ec|gt|hn|pa|sv
Tu Falta De Querer,bo|cl|ec|gt|mx
Tu Héroe,bo|co|ec|gt|py
Tu Nombre,bo|co|ec
Tus Besos,bo
Un Millón Como Tú,bo|cl|ec|pa
Untiled,bo
Versos de Neruda (feat. Xantos Fonseca),bo|co|gt
Viernes 13,bo|cr|ec|gt|mx|py|sv
Viva Mi Patria Bolivia,bo
Voy Por Ti,bo|cl|co|ec|gt|pa|py|sv|uy
Vuelva A Ver - Remix,bo|cl|co|cr|do|ec|es|gt|hn|pa|py
Warm Bodies,bo
We,bo|id
We The Funk,bo|co|ec|es|gt|mx|py|tw|uy
Wednesday,bo
Weeken,bo
Why Do I,bo
Words of the Sea,bo
X Ti,bo|co|cr|do|ec|pa|py
Ya No Tiene Novio - Remix,bo|es
Ya Vienen Los Reyes Magos,bo|cl|ec|es
Yo No Merezco Volver,bo|co|cr|ec|es|gt|hn|mx|pa|sv|uy
Yo Te Extraño,bo|co|ec|pa
You Know I Was Waiting for You,bo
¡Ay! del Chiquirritin,bo|cl|cr|ec|es|mx
¿Qué Ganas?,bo|co|ec|es|gt|hn|pa|sv
¿Qué Tiene?,bo|co|cr|do|ec|gt|mx|pa|py|sv|uy
(não) era amor,br|pt
10 Anos - Ao Vivo,br
10% - Ao Vivo,br
100% Nem Aí - Ao Vivo,br
100% Você,br
12 Horas (Ao Vivo),br
12 Horas (Ao Vivo) (feat. Marília Mendonça) - Acústico,br
126 Cabides,br
24 horas por dia,br
3 Dias Virado,br
4 da manhã,br
5 Km - Ao Vivo,br
50 Reais,br
50 Vezes - Ao Vivo,br
50/50 - Ao Vivo,br
500 metros (Participação especial de Lucas Lucco),br
7 Chamadas,br
7 Dias 7 Corpos,br|py
:( (Nota De Voz 8),br
A - Ao Vivo,br
A Casa Chora - Ao Vivo,br
A Casa É Sua,br
A Culpa É Dele,br
A Culpa É Dele - Ao Vivo | Acústico,br
A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,br
A Dama e o Vagabundo - Ao Vivo,br
A Distância Tá Maltratando,br
A Farra Perdeu Pro Amor - Ao Vivo,br
A Fila Anda - Ao Vivo,br
A Gente Brigou,br
A Gente Continua,br
A Gente Continua - Acústico,br
A Gente Continua - Ao Vivo,br
A Gente Junto,br
A Gente Não Se Aguenta - Ao Vivo,br
A Gente Tá Se Amando - Ao Vivo,br
A Mala É Falsa - Ao Vivo,br
A Melhor do Baile,br
A Mil por Hora - Ao Vivo,br
A Milenar Arte De Meter O Louco,br
A Morte do Autotune,br
A Nossa Praia - Ao Vivo,br
A Palo Seco (feat. Gilvan de Oliveira),br
A Possibilidade,br
A Rosa E O Beija-Flor - Na Praia / Ao Vivo,br
A Rua,br
A Vida Nunca Cansa,br
A boba fui eu (Participação especial de Jão) - Ao vivo,br
A boba fui eu - Recorded At Mosh Studios São Paulo,br
A Última Noite,br
A-YO,br|pt|us
APESH*T,br|nl
Abaixa Que É Tiro - Ao Vivo,br
Abandonei a Gabriela,br
Abandono de Incapaz - Ao Vivo,br
Abre o Portão Que Eu Cheguei - Ao Vivo,br
Abusadamente,br|py
Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo,br
Acelerando,br
Acende o Isqueiro,br
Acordando o Prédio,br|pt
Adrenalizou - Gabriel Boni Remix,br
Agora Eu Quero Ir,br
Agora vai sentar,br|pt|py
Aham - Ao Vivo,br
Ai Amor,br|pt
Ainda Sou Tão Seu - Ao Vivo,br
Ainda Te Amo,br
Algo Mais (Amante) - Ao Vivo,br
Algo Parecido,br
Aliança,br|pt
All I Want (feat. Stonefox) - Edit,br|no|pt
Alucinacao,br
Alô,br
Alô Bebê - Ao Vivo,br
Alô Porteiro - Ao Vivo,br
Alô Som (feat. Maiara & Maraisa) - Ao Vivo,br
Amanheceu,br
Amante Não Tem Lar - Ao Vivo,br
Amar Amei,br|pt|py
AmarElo (Sample: Sujeito de Sorte - Belchior),br
Amei Te Ver,br
Amei Te Ver (Acústica) - Acústica,br
Amiga Parceira,br
Amigo Emprestado - Ao Vivo,br
Amigo Taxista,br
Amor Atual - Ao Vivo,br
Amor Da Sua Cama,br
Amor Mal Resolvido - Ao Vivo,br
Amor Provisório - Ao Vivo,br
Amor Turista - Ao Vivo,br
Amor de Cerveja - Ao Vivo,br
Amor de Fim de Noite,br|pt
Amor de Que,br
Amor de Que (Brega Funk Remix),br
Amor À Primeira Esquina - Ao Vivo,br
Amoreco,br
Amores Imperfeitos,br
Amorzin Pernoite - Ao Vivo,br
Amr Sinto Falta da Nssa Ksa (prod. Renan Samam),br
Andar Sozinho (feat. Jão),br
Anjo Moderno - Ao Vivo,br
Anos Luz,br
Anti Saudade - Ao Vivo,br
Anti-Amor - Ao Vivo,br
Anticorpos - Ao Vivo,br
Antídoto - Ao Vivo,br
Antônimos - Ao Vivo,br
Apaga a Luz,br
Apaga a Luz e Toma,br
Apaixonadinha - Ao Vivo,br
Apelido Carinhoso,br|py
Apenas Eu,br
Apenas Mais uma de Amor,br
Apenas Um Rapaz Latino Americano,br
Aperte O Play - Ao Vivo,br
Apesar De Você,br
Apimentadíssima,br
Aquecimento da Lexa,br
Aquecimento das Potrancas,br|py
Aquecimento do Pedro Sampaio,br
Aquela Pessoa - Ao Vivo,br
Aquele 1% - Ao Vivo,br
Aquieta Minh'alma,br
Ar Condicionado No 15,br
Ar Condicionado no 15 - Ao Vivo,br
Ar-Condicionado No 15 - Ao Vivo,br
Are baba,br
Areia,br
Armadura - Ao Vivo,br
Arrasta,br
Atención,br|pt
Atende Aí My Life,br
Atura Ou Surta 2,br
Até Ex Duvida - Ao Vivo,br
Até Que Durou - Ao Vivo,br
Até Você Voltar,br
Até a Garrafa Chora - Ao Vivo,br
Até o céu,br
Até que enfim - Ao vivo,br
Ausência,br
Ausência - Ao Vivo | Acústico,br
Automaticamente,br|py
Avisa Que Eu Cheguei,br
Avisa Que Eu Cheguei - Ao Vivo,br
Azul Piscina,br
Aí Desgramou - Ao Vivo,br
Aí Eu Bebo - Ao Vivo,br
BB King,br
BENÇA,br
BENÉ,br
BYOB,br
Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,br
Baianá (feat. Barbatuques & 2STRANGE),br
Baila Comigo (feat. Kelly Ruiz) - Rennan da Penha Remix,br
Baila Mais,br
Bailando,br|es|fi|no
Baile da Colômbia (Brega Funk) - Remix,br
Baixinha - Ao Vivo,br
Balança (feat. Pedro Sampaio e FP do Trem Bala),br|pt
Baldin de Gelo,br
Baldinho - Ao Vivo,br
Baldinho de Balada - Ao Vivo,br
Balão,br
Bambolê,br
Banana,br|hn|pt
Banco,br
Banda Cover - Ao Vivo,br
Barzinho Aleatório - Ao Vivo,br
Bate Palma,br|pt
Batom,br
Batom Na Camisa - Ao Vivo,br
Beat Todo Mundo Vai Sofrer,br
Bebaça - Ao Vivo,br
Bebe e Vem Me Procurar,br
Beber Com Emergência - Ao Vivo,br
Bebeu Lembrou - Ao Vivo,br
Bebida Com Saudade - Ao Vivo,br
Bebida Na Ferida - Acústico,br
Bebida Na Ferida - Ao Vivo,br
Bebim da Silva - Ao Vivo,br
Bebo Litro - Ao Vivo,br
Beijo Com Trap,br
Beijo De Varanda - Ao Vivo,br
Bella Ciao (feat. Andre Sarate & Adolfo Celdran),br
Bem Pior Que Eu - Ao Vivo,br
Bengala e Crochê - Ao Vivo,br
Bilhete 2.0,br
Bilhete 2.0 (feat. Luccas Carlos),br
Bilhetes,br
Bitch I’m Loca (feat. Maluma),br
Bluesman,br
Boa Menina,br
Boate Azul - Ao Vivo,br
Boato,br
Bobinha - Ao Vivo,br
Boca de Pêlo,br
Bom,br|hk|tw
Bom Rapaz - Ao Vivo,br
Bomba Relógio,br
Bonita Lindinha e Sagaz,br
Bota pra Tremer,br
Botadona,br
Brasileira,br
Briga Feia - Ao Vivo,br
Briguinha Boba (Pã Pã Rã Pã Pã) - Ao Vivo,br
Brisa,br
Bumbum Bate a Pampa,br
Bumbum Granada,br|do|py
Bumbum Ignorante,br
Bumbum caliente (Participação especial de De La Ghetto),br
Bumbum de Ouro,br
Bumbum granada,br
Buzina,br|pt
Buzz Lightyear,br
Buá Buá,br
Bye Bye - Ao Vivo,br
Byob,br
Cabeça Voando,br
Cachê Pra Lua - Ao Vivo,br
Cacos - Ao Vivo,br
Cada um na Sua - Ao Vivo,br
Cadeira de Aço - Ao Vivo,br
Caderninho,br
Café,br
Calendário,br
Camarote,br
Caminhão De Amor - Ao Vivo,br
Cancela o Sentimento (feat. Marília Mendonça),br
Cante por Nós,br
Canção De Hotel,br
Canção Infantil,br
Caquinho - Ao Vivo,br
Cara Bacana,br|pt|py
Cara Feio - Ao Vivo,br
Carnaval - Spanish,br
Carnaval Chegando,br
Carnavalia - Remastered,br
Carreira Solo - Ao Vivo,br
Carrinho Na Areia - Ao Vivo,br
Casa da Mãe Joana - Ao Vivo,br
Casa mais feliz da rua - Ao vivo,br
Casado Namorando Solteiro - Ao Vivo,br
Casal Modão - Ao Vivo,br
Casal Raiz - Ao Vivo,br
Casos Pendentes - Acústico,br
Cavalo de Troia,br
Cecília,br
Cem Mil - Ao Vivo,br
Certo e Duvidoso (feat. Gaab) - Ao Vivo,br
Cerveja De Garrafa (Fumaça Que Eu Faço) - Ao Vivo,br
Cerveja Sal E Limão,br
Cerveja Sal E Limão - Ao Vivo,br
Chacoalhando,br
Chamego Meu,br
Chave Cópia - Ao Vivo,br
Chavinho - Ao Vivo,br
Check-In,br
Chefe É Chefe Né Pai,br
Chega de Saudade,br|pt
Cheguei,br|pt
Cheguei Pra Te Amar,br
Cheia de Manias,br
Cheia de Marra,br
Cheiro de Terra - Acústico,br
Chopp garotinho,br
Chora Até Perder a Fala - Ao Vivo,br
Chorando à Luz de Velas,br
Chorar pra Quê,br
Chovendo Inimigo,br
Chupadinha,br
Cida,br
Cidade Vizinha,br
Cidade Vizinha - Ao Vivo,br
Ciumento Eu - Ao Vivo,br
Clichê (Participação especial de Felipe Araújo),br
Cliente Preferencial (Um Modão Atrás Do Outro) - Ao Vivo,br
Clima Quente,br
Cobaia,br
Cobertor de Orelha - Ao Vivo,br
Coisa Boa,br|pt
Coisa Linda,br
Coisa de Deus - Ao Vivo,br
Coladinha em Mim - Ao Vivo,br
Cold (feat. Future),br|cz|ec|gt|it|jp|pt|tw
Colega de Caso,br
Colega de Caso - Ao Vivo,br
Com Amor Não Se Brinca - Ao Vivo,br
Com ou Sem Mim (Ao Vivo em Fortaleza),br
Com ou Sem Mim - Ao Vivo,br
Como Faz Com Ela - Ao Vivo,br
Como Nossos Pais,br
Como Que Eu Tô,br
Como É Que Faz,br
Como É Que Vamos Fazer?,br
Como É Que a Gente Fica - Ao Vivo,br
Como é Que Faz,br
Compartilhando Mágoa,br
Complicado,br|gt|pt
Conheço Meu Gado - Ao Vivo,br
Conselho - Ao Vivo,br
Conspiração,br
Consórcio - Ao Vivo,br
Conta Gotas - Ao Vivo,br
Contatinho,br
Contatinho - Ao Vivo,br|pt
Contramão - Ao Vivo,br
Contrato,br
Controle Remoto (Ao Vivo),br
Contrário,br
Cor De Marte,br
Coração Balada,br
Coração Bandido,br
Coração Calejado - Ao Vivo,br
Coração Está em Pedacos - Ao Vivo,br
Coração Infectado,br
Coração Machucado - Ao Vivo,br
Coração Mal Assombrado,br
Coração Mal Assombrado - Ao Vivo | Acústico,br
Coração Tá Gelado (feat. MC TH),br
Coração de Aço,br
Corpo Sensual,br
Corpo Sensual (feat. Mateus Carrilho),br|pt
Corpo Sensual - Seakret Remix,br
Corre Corre,br
Corre Pro Meu Mar,br
Cracudo,br
Crazy In Love - Homecoming Live,br
Credo que delícia,br|pt
Cria de Favela,br
Crush Blogueirinha,br
Cuidado,br
Cypher,br|nl
Cê Acredita,br
Cê Acredita - Ao Vivo,br
Cê Mal Me Quer Bem Estou (Ao Vivo),br
Círculo - Ao Vivo,br
DEUS E O DIABO NA TERRA DO SOL,br
DNA - Ao Vivo,br
Dark Horse,br|cr|cz|gb|ie|jp|mx|tr
Dark Necessities,br|ie|is|it|lv|pl|pt
Das 9 às 6,br
De Buenas,br
De Copo Em Copo - Ao Vivo,br
De Janeiro a Janeiro,br
De Peça em Peça,br
De Quem É a Culpa? - Ao Vivo,br
De Sol A Sol - Ao Vivo,br
De Tanto Te Querer - Ao Vivo,br
De Trás Pra Frente - Ao Vivo,br
Decide Aí - Na Praia / Ao Vivo,br
Declaração pro Bar - Ao Vivo,br
Decote,br
Decreto Liberado - Ao Vivo,br
Deep Inside Of Me (feat. MKLA),br
Deitada Nessa Cama,br
Deixa,br|pt
Deixa (feat. Ana Gabriela),br
Deixa Ela Beijar,br|pt|py
Deixa Eu Te Chamar de Meu Amor,br
Deixa Eu Voar,br
Deixa Rolar,br
Deixa Tudo Como Tá - Ao Vivo,br
Deixa a Gente Quieto - Ao Vivo,br
Deixa a Pepeca - Ao Vivo,br
Deixa pra Amanhã - Ao Vivo,br
Deixaria Tudo,br
Deixaria Tudo - Deluxe,br
Deixe Me Ir - Acústico,br
Dengo,br
Dentro do Carro,br|py
Derreter a Aliança - Ao Vivo,br
Desbeijar Minha Boca - Ao Vivo,br
Desconstrução,br
Desculpa Doutor,br
Desencana,br
Desfarreou - Ao Vivo,br
Despedida - Ao Vivo,br
Dessa Misera Eu Lembro - Ao Vivo,br
Detesto Despedidas,br
Deus Dará (prod. Coyote Beatz),br
Deus Me Livre Mas Quem Me Dera,br
Deus Me Livre Quem Me Dera,br
Deus e família,br
Devagarinho,br|pt
Dia Lugar e Hora,br
Dias De Luta Dias De Gloria,br
Dias Difíceis,br
Disk Me,br|pt
Distante do Perfeito - Ao Vivo,br
Divisão de Bens - Ao Vivo,br
Diz aí - Ao Vivo,br
Dizeres,br
Diáspora,br|pt
Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,br
Do Teto Ao Chão - Ao Vivo,br
Do jeito que tu gosta,br
Dois Corações,br
Dois Corações - Acústico,br
Dois Enganados,br
Dois Lados,br
Don't Let Me Be Yours,br|dk|fi|is|no|pt|se
Dona Maria,br|pt
Dona de mim,br
Drive Thru,br
Dumb Blonde feat. Nicki Minaj,br
Duro Igual Concreto,br
Duvido Você Não Tomar Uma - Ao Vivo,br
Dá preferência pra mim (Participação especial de Gusttavo Lima),br
Dói Sem Tanto,br
E Essa Boca Aí? - Ao Vivo,br
Edredom,br
Ela Domina o Ratatá Tum Tum - Ao Vivo,br
Ela Não Quer Namorar - Ao Vivo,br
Ela Só Quer Paz,br
Ela Vai Voltar (Todos Os Defeitos De Uma Mulher Perfeita),br
Ela Vem,br|pt
Ela É do Tipo (feat. Drake) - Remix,br|pt
Elas Gostam,br
Elas Gostam (Popa da Bunda) - Ao Vivo,br
Eliane,br
Em Dezembro de 81,br
Embrasa,br
Encaixa,br|pt|py|uy
Enchendo e Derramando,br
Energia - Parte 2,br
Energia Surreal - Ao Vivo,br
Enquadra,br
Enquanto Me Beija,br
Entregador de Flor - Ao Vivo em Brasília,br
Então Toma - Ao Vivo,br
Então Vai (Get By) (feat. Diplo),br
Então Vem Cá - Ao Vivo,br
Então Vou Avisar - Ao Vivo,br
Então É Natal (Happy X-Mas)(War Is Over),br
Era Eu - Ao Vivo,br
Era uma Vez,br
Erro Antigo - Ao Vivo,br
Escalada pra Jogar,br
Espaçosa Demais - Ao Vivo,br
Espelho Meu - Ao Vivo,br
Espetinho,br
Esquece o Mundo Lá Fora - Ao Vivo,br
Esqueceu do Ex,br
Esqueci Como Namora,br
Essa Eu Fiz Pro Nosso Amor,br
Essa mina é louca (Participação especial de Jhama),br
Esse Dom,br|pt
Estabelecimento - Ao Vivo,br
Estaca Zero,br
Estranho,br
Estranho - Ao Vivo | Acústico,br
Eterna Sacanagem,br|pt
Eu Era,br
Eu Já Catuquei,br
Eu Me Acostumei - Ao Vivo Em Goiânia / 2019,br|lv
Eu Mereço Ser Feliz - Ao Vivo,br
Eu Não Iria - Ao Vivo,br
Eu Não Valho Nada - feat. Cynthia Luz,br
Eu Quero e Você Quer,br
Eu Sei de Cor - Ao Vivo,br
Eu Sei de Cor - Ao Vivo | Acústico,br
Eu Te Amo Tanto,br
Eu Tentei,br
Eu Vacilei Mas Eu Te Amo,br
Eu Você O Mar e Ela,br
Eu Vou Te Buscar (Cha La La La La),br
Eu Vou Tu Vai,br
Eu Vou pra Igreja - Ao Vivo,br
Eu Vou pro Baile da Gaiola,br
Eu e a Torcida do Brasil,br
Eu não vou embora,br
Evapora,br|no
Exclusividade - Ao Vivo,br
Expectativa - Ao Vivo,br
FALCÃO,br
Facilita,br|pt
Faixa 3 - Ao Vivo,br
Fake News - Ao Vivo,br
Fala a Verdade - Ao Vivo,br
Falei pra Elas,br
Falso amor,br
Fantasma,br|do|hk
Farofei,br
Farra Pinga e Foguete,br
Favela,br|dk|fr|no|pt|se|tr|tw
Favela Vive 3,br
Favela chegou - Ao vivo,br|pt
Faxina,br
Faz,br
Faz Parte - Ao Vivo,br
Fazendo Assim,br
Ferida Curada,br
Festa das Patroas,br
Fica,br
Fica - Bonus Track,br
Fica Tudo Bem,br
Fica Tudo Bem (feat. Anitta),br|pt
Fica à vontade,br
Ficadinha - Ao Vivo,br
Fim De Festa,br
Fim de Semana,br
Finalidade Era Ficar em Casa,br
Fingindo Maturidade - Ao Vivo,br
Fiz Esse Som Pra Você,br
Flamingos,br
Flor Que Se Cheira - Ao Vivo,br
Flor e o Beija-Flor - Ao Vivo,br
Folgado - Ao Vivo,br
Fora da Memória,br
Formation - Homecoming Live,br
Found U,br
Freedom - Homecoming Live,br
Fugir Com o Sol,br
Fumaça Ninja - Ao Vivo,br
Fuzuê,br
Fé,br
Garrafas Vazias - Ao Vivo,br
Garupa,br
Garupa 2,br
Garupa Pt. 2,br
Gelo,br
Gelo (prod. Coyote Beatz),br
Get To Know Me,br|pt
Ginga (Participação especial de Rincon Sapiência),br
Girassol,br
Girassóis de Van Gogh,br
Glockada,br
Goals,br|pt
God Bless America - And All The Beautiful Women In It,br|cz|gr|pl|pt|us
God Control,br
Golpe Baixo - Ao Vivo,br
Golzinho Quadrado - Ao Vivo,br
Grave Faz Bum,br
Gravity (feat. Magga & Evokings),br
Grupo bom,br
Grão de Arroz - Ao Vivo,br
HAT-­TRICK,br
Hands To Myself,br|ca|cz|id|my|ph|pl|se|sg|sv|tr
Harry Porra,br
Harry porra,br
Hasta La Vista,br|fi
Hino do Corinthians (Campeão dos Campeões),br
Hino do Flamengo,br
Hit Contagiante - Remix,br|pt
Hoje Ela Se Vinga - Ao Vivo,br
Hoje Eu Beberei - Ao Vivo,br
Hoje Eu Quero Me Perder,br
Hoje Lembrei Do Teu Amor,br
Hoje Não (prod. Coyote Beatz),br
Hoje Somos Só Metade - Ao Vivo,br
Hoje é Dia de Maldade,br
Homem de Família - Ao Vivo,br
Hora da Decisão,br
Hotel San Diego,br
How Deep Is Your Love,br|co|cr|ec|fi|gb|ie|mx|ph|pl|tr
I Don't,br|jp|nl|pt|tw
I Got It (feat. Brooke Candy CupcakKe and Pabllo Vittar),br
I Loveando Tu - Ao Vivo,br
I Miss U,br|no|pt|sg|tw
I Will Find,br
Idiota Favorito,br
Igual Ela Só Uma,br
Ilusão,br
Imaturo,br
Impasse - Ao Vivo,br
Incendiou,br
Incerteza - Na Praia / Ao Vivo,br
Indomável (Participação especial de Belo),br
Inesperado - Ao Vivo,br
Infarto,br
Infiel - Ao Vivo,br
Inimigos,br
Innocent (feat. Gavin James),br
Instantes,br
Inteiro,br
Intenção - Ao Vivo,br
Investimento,br
Invocada (Participação especial de Léo Santana) - Ao vivo,br
Ioiô (feat. Ivete Sangalo),br
Irmã Gostosa,br
Irmão DQbrada!,br
Is That for Me - 3LAU Remix,br|pt
Isso Que é Vida,br
Jeito Malicioso,br
Jingle Bells (with The Ken Lane Singers),br|ph|pt
Joga Bunda,br
Joga Sua Potranca,br
Jogando sujo,br
Jogação,br
John Wayne,br
Juego,br|pt
Juntos,br
Juramento do Dedinho,br
Juras de Amor (Vai Chorar) - Ao Vivo,br
Já Deu,br
Já Que Me Ensinou a Beber,br
Já Sei Namorar,br
Já convenci - Ao vivo,br
Kallidade,br
Kanye West da Bahia,br
Keep On Lovin',br
Kenny G,br|pt
Kikadinha,br|py
Kream (feat. Tyga),br|de|gr|nz|pt|tr|tw
LADRÃO,br
LEAL,br
Lacração,br
Ladrão,br
Laranjinha - Ao Vivo,br
Laços,br
Lei da gravidade,br
Lei do Retorno,br
Lembrete,br
Ligação Covarde - Ao Vivo,br
Lindo Demais,br
Litrão - Ao Vivo,br
Little Square UBitchU (feat. Anitta),br
Living On The Outside,br|es|pt
Lo Que Tú y Yo Vivimos (feat. Gente de Zona) - Ao Vivo,br
Lobos,br|es
Logo Eu,br
Loka,br|pt
Loko,br|pt
Long Neck - Acústico,br
Louca de Saudade - Ao Vivo,br
Louquinho,br
Love Is A Temple,br
Love Is All We Need,br|pt
Love À Queima Roupa - Ao Vivo,br
Lovezinho (feat. Ivete Sangalo),br
Lua cheia (Participação especial de Letícia Spiller),br
Lugar Secreto,br
Luxúria,br
MC Lençol e DJ Travesseiro,br
MIL GRAU,br
Machista - Ao Vivo,br
Made In Favela,br
Made In Roça,br
Mainha Gosta Assim - Ao Vivo Em São Paulo / 2018,br
Mais Amor e Menos Drama - Ao Vivo,br
Mais uma Dose de Você - Ao Vivo,br
Malandramente,br|py
Malbec (Part. Dennis Dj) - Ao Vivo,br
Maldade,br
Maldade - Ao Vivo | Acústico,br
Maldita de Ex,br
Malemolência,br|pt
Malokera (feat. Ludmilla Ty Dolla $ign),br
Mandella É Meu Nome,br
Mandona - Acústico,br
Mania (prod. Coyote Beatz),br
Mantém,br
Maps,br|cl|cr|cz|ec|es|gb|gt|hk|hu|ie|jp|mx|pa|pl|sg|tr|tw|us|uy
Maquiagem Não Disfarça - Ao Vivo,br
Maravilhosa É Ela (Faixa Bônus) - Ao Vivo,br
Maturidade,br
Maturidade (feat. Matheus & Kauan),br
Matéria de amor (Participação especial de Matheus & Kauan),br
Me & You (feat. IRO),br
Me Beija Com Raiva,br
Me Desculpa Jay Z,br
Me Espera,br
Me Negaram Amor,br
Me Refez,br
Me Solta,br|pt
Me Tira Pra Dançar,br
Medalha de Prata (feat. Maiara & Maraisa) - Ao Vivo,br
Medalha de Prata - Ao Vivo,br
Medida Certa,br
Medley da Gaiola - Dennis DJ Remix,br|pt|py
Medo Bobo - Ao Vivo,br
Megamix do Baile,br
Meio Seu,br
Mel de Marte - Ao Vivo,br
Melhor Eu Ir,br
Melhor Saída - Ao Vivo,br
Menina (Participação especial de MC Barone),br
Menina Braba,br
Menina Maluquinha - Ao Vivo,br
Menina Pipoco,br
Mentalmente,br
Mentalmente - Ao Vivo,br
Mentira - Ao Vivo,br
Mentiroso Eu - Ao Vivo,br
Mesmo Sem Estar,br
Meu Abrigo,br|pt
Meu Amor - Ao Vivo,br
Meu Coração Deu PT - Ao Vivo,br
Meu Coração Pegou Ar,br
Meu Melhor Lugar - Ao Vivo,br
Meu Mundo,br
Meu Violão E O Nosso Cachorro - Ao Vivo,br
Meu mel,br
Meu talismã,br
Mexidinho - Ao Vivo,br
Michael Douglas,br
Mil Anos - Recorded At Mosh Studios São Paulo,br
Mil Vezes Cantarei - Ao Vivo,br
Milu,br
Milu - Ao Vivo,br
Minha Ex,br
Minha Ex Tá Bem,br
Minha Felicidade,br
Minha namorada,br
Minotauro de Borges,br
Mistérios - Ao Vivo,br
Mitsubishi,br|se
Mochila nas Costas / Empurra Empurra,br
Modo Sofrimento - Ao Vivo,br
Morador de Rua - Ao Vivo,br
Mordida Beijo e Tapa,br
Morena,br|gr|pt
Morena (Acoustic Version),br
Morena Cor do Pecado,br
Movimento da sanfoninha - Ao vivo,br
Moça do Espelho - Acústico,br
Muito Cedo,br
Muleque De Vila - Ao Vivo,br
Mulher Maravilha - Ao Vivo,br
Mulherão da Porra,br
Mundo de Ilusões - Ao Vivo,br
My Baby,br
My Life Is Going On / La Casa de Papel - Alok JetLag Music HOT-Q e WADD Remix,br|pt
Mágica - Ao Vivo,br
N,br
NADA FÁCIL,br
Na Cama Que Eu Paguei - Ao Vivo,br
Na Conta Da Loucura - Ao Vivo,br
Na Hora da Raiva - Ao Vivo,br
Na Hora de Amar - Ao Vivo,br
Na Onda do Beat,br
Na Ponta Ela Fica,br|py
Na Positiva,br
Nada Bom II,br
Nada Nada - Ao Vivo,br
Namorada Reserva - Ao Vivo,br
Namorar Não Dá,br
Namorar pra Que,br
Nave Espacial - Radio Edit,br
Nega,br
Nego Ney,br
Nem Tchum - Ao Vivo,br
Nem de Graça,br
Nem de Graça / Saudade Arregaça - Ao Vivo,br
Neném - Ao Vivo,br
Nessa Paz Eu Vou,br
Nessas Horas - Ao Vivo,br
Nesse embalo - Ao vivo,br
Ninguém Conta Pra Ninguém,br|pt
Ninguém Explica Deus (feat. Gabriela Rocha) - Ao Vivo,br
Ninguém É de Ferro,br
